timestamp_utc,timestamp_monotonic,elapsed_sec,latest_lidar_stamp,latest_odom_stamp,latest_clock_stamp,sensor_backlog_sec,clock_lag_sec,odom_message_count,lidar_message_count
2026-07-31T11:50:29.857625+00:00,10649.214058597,0.527659,,,,,,0,0
2026-07-31T11:50:30.357542+00:00,10649.713976978,1.027577,,,,,,0,0
2026-07-31T11:50:30.857531+00:00,10650.213964844,1.527565,,,,,,0,0
2026-07-31T11:50:31.357548+00:00,10650.713982953,2.027583,,,,,,0,0
2026-07-31T11:50:31.857549+00:00,10651.213983788,2.527584,,,,,,0,0
2026-07-31T11:50:32.357531+00:00,10651.713965642,3.027566,,,,,,0,0
2026-07-31T11:50:32.857601+00:00,10652.214025439,3.527626,,,1658137028.1206193,,,0,0
2026-07-31T11:50:33.357547+00:00,10652.715145208,4.028746,,,1658137028.6206026,,,0,0
2026-07-31T11:50:33.857538+00:00,10653.215136097,4.528737,,,1658137029.1206114,,,0,0
2026-07-31T11:50:34.357546+00:00,10653.715143942,5.028744,,,1658137029.6206415,,,0,0
2026-07-31T11:50:34.857730+00:00,10654.215327817,5.528928,,,1658137030.1206596,,,0,0
2026-07-31T11:50:35.357543+00:00,10654.715141563,6.028742,,,1658137030.620693,,,0,0
2026-07-31T11:50:35.857720+00:00,10655.215318175,6.528919,,,1658137031.1207607,,,0,0
2026-07-31T11:50:36.357560+00:00,10655.715156656,7.028757,,,1658137031.6207194,,,0,0
2026-07-31T11:50:36.857531+00:00,10656.215129239,7.528730,,,1658137032.1207297,,,0,0
2026-07-31T11:50:37.357561+00:00,10656.715158401,8.028759,,,1658137032.6207583,,,0,0
2026-07-31T11:50:37.857541+00:00,10657.215138808,8.528739,1658137027.6249104,,1658137028.0648084,,,0,1
2026-07-31T11:50:38.431600+00:00,10657.789198224,9.102799,1658137028.2249177,,1658137028.3398082,,,0,3
2026-07-31T11:50:38.884231+00:00,10658.241830258,9.555431,1658137028.7248344,,1658137028.614828,,,0,6
2026-07-31T11:50:39.357526+00:00,10658.715123837,10.028724,1658137029.1249151,,1658137029.5648735,,,0,9
2026-07-31T11:50:39.866543+00:00,10659.224142277,10.537743,1658137029.7247477,,1658137029.9148672,,,0,11
2026-07-31T11:50:40.484917+00:00,10659.842515664,11.156116,1658137030.1248667,,1658137030.214896,,,0,15
2026-07-31T11:50:40.943133+00:00,10660.300730960,11.614331,1658137030.6248636,,1658137030.6899042,,,0,18
2026-07-31T11:50:41.455026+00:00,10660.812624517,12.126225,1658137031.3249142,,1658137031.5149503,,,0,21
2026-07-31T11:50:41.913138+00:00,10661.270735786,12.584336,1658137031.624803,,1658137031.6399362,,,0,24
2026-07-31T11:50:42.363629+00:00,10661.721227499,13.034828,1658137032.0247679,,1658137032.089977,,,0,27
2026-07-31T11:50:42.968903+00:00,10662.326501429,13.640102,1658137032.4249022,,1658137032.7149932,,,0,31
2026-07-31T11:50:43.429448+00:00,10662.787046731,14.100647,1658137032.82474,,1658137033.1650703,,,0,34
2026-07-31T11:50:43.879762+00:00,10663.237360759,14.550961,1658137033.2248354,,1658137033.6150274,,,0,37
2026-07-31T11:50:44.485756+00:00,10663.843355216,15.156956,1658137033.6248517,,1658137034.2150435,,,0,41
2026-07-31T11:50:44.936901+00:00,10664.294499849,15.608100,1658137034.1248226,,1658137034.6650457,,,0,44
2026-07-31T11:50:45.396969+00:00,10664.754567491,16.068168,1658137034.4247053,,1658137035.140078,,,0,47
2026-07-31T11:50:45.997421+00:00,10665.355019932,16.668620,1658137034.9248073,,1658137035.7401068,,,0,51
2026-07-31T11:50:46.458926+00:00,10665.816524777,17.130125,1658137035.5248456,,1658137036.1901305,,,0,54
2026-07-31T11:50:46.917847+00:00,10666.275445800,17.589046,1658137035.8247461,,1658137036.6651645,,,0,57
2026-07-31T11:50:47.376874+00:00,10666.734472263,18.048073,1658137036.2248769,,1658137037.1151624,,,0,60
2026-07-31T11:50:47.985170+00:00,10667.342768938,18.656369,1658137036.8248398,,1658137037.7151787,,,0,64
2026-07-31T11:50:48.439035+00:00,10667.796631615,19.110232,1658137037.324706,,1658137038.1652036,,,0,67
