timestamp_utc,timestamp_monotonic,elapsed_sec,latest_lidar_stamp,latest_odom_stamp,latest_clock_stamp,sensor_backlog_sec,clock_lag_sec,odom_message_count,lidar_message_count
2026-07-31T13:03:55.405249+00:00,15054.937831704,0.512726,,,,,,0,0
2026-07-31T13:03:55.905163+00:00,15055.437748861,1.012643,,,,,,0,0
2026-07-31T13:03:56.405241+00:00,15055.937824396,1.512718,,,,,,0,0
2026-07-31T13:03:56.905166+00:00,15056.437751535,2.012645,,,,,,0,0
2026-07-31T13:03:57.405226+00:00,15056.937810108,2.512704,,,,,,0,0
2026-07-31T13:03:57.905225+00:00,15057.437808419,3.012702,,,,,,0,0
2026-07-31T13:03:58.405224+00:00,15057.937807733,3.512702,,,,,,0,0
2026-07-31T13:03:58.905221+00:00,15058.437803911,4.012698,,,1658137028.9204857,,,0,0
2026-07-31T13:03:59.405194+00:00,15058.937777096,4.512671,,,1658137029.420518,,,0,0
2026-07-31T13:03:59.905161+00:00,15059.437745397,5.012639,,,1658137029.92052,,,0,0
2026-07-31T13:04:00.405150+00:00,15059.937734534,5.512628,,,1658137030.4205434,,,0,0
2026-07-31T13:04:00.905204+00:00,15060.437788421,6.012682,,,1658137030.920589,,,0,0
2026-07-31T13:04:01.405180+00:00,15060.937765058,6.512659,,,1658137031.4206002,,,0,0
2026-07-31T13:04:01.905230+00:00,15061.437813492,7.012707,,,1658137031.9206212,,,0,0
2026-07-31T13:04:02.405158+00:00,15061.937742390,7.512636,,,1658137032.4206293,,,0,0
2026-07-31T13:04:03.020225+00:00,15062.552811229,8.127705,1658137027.6249104,,1658137027.8166997,,,0,1
2026-07-31T13:04:03.484759+00:00,15063.018284715,8.593179,1658137028.02475,,1658137027.9666984,,,0,4
2026-07-31T13:04:03.946772+00:00,15063.480299672,9.055194,1658137028.4249322,,1658137028.4417138,,,0,7
2026-07-31T13:04:04.555570+00:00,15064.089097175,9.663991,1658137029.0248451,,1658137029.0417392,,,0,11
2026-07-31T13:04:04.908183+00:00,15064.441711187,10.016605,1658137029.5248208,,1658137029.7167702,,,0,13
2026-07-31T13:04:05.420148+00:00,15064.953674679,10.528569,1658137029.9249232,,1658137029.9667888,,,0,16
2026-07-31T13:04:06.034152+00:00,15065.567679938,11.142574,1658137030.3248322,,1658137030.5168054,,,0,20
2026-07-31T13:04:06.509577+00:00,15066.043105475,11.617999,1658137031.1249156,,1658137031.3168428,,,0,23
2026-07-31T13:04:06.968749+00:00,15066.502277569,12.077171,1658137031.5248475,,1658137031.4668467,,,0,26
2026-07-31T13:04:07.433569+00:00,15066.967097602,12.541991,1658137031.924931,,1658137031.9168603,,,0,29
2026-07-31T13:04:08.037529+00:00,15067.571057175,13.145951,1658137032.4249022,,1658137032.516877,,,0,33
2026-07-31T13:04:08.496645+00:00,15068.030173363,13.605067,1658137032.82474,,1658137032.9919016,,,0,36
2026-07-31T13:04:08.955276+00:00,15068.488803186,14.063697,1658137033.3248124,,1658137033.4419127,,,0,39
2026-07-31T13:04:09.418330+00:00,15068.951858333,14.526752,1658137033.7248185,,1658137033.916937,,,0,42
2026-07-31T13:04:10.031309+00:00,15069.564837189,15.139731,1658137034.2249055,,1658137034.5169637,,,0,46
2026-07-31T13:04:10.492070+00:00,15070.025597878,15.600492,1658137034.5248082,,1658137034.9919934,,,0,49
2026-07-31T13:04:10.946953+00:00,15070.480481803,16.055376,1658137035.0248935,,1658137035.4420063,,,0,52
2026-07-31T13:04:11.557181+00:00,15071.090706878,16.665601,1658137035.5248456,,1658137036.0420222,,,0,56
2026-07-31T13:04:12.008688+00:00,15071.542215915,17.117110,1658137035.9248335,,1658137036.4920568,,,0,59
2026-07-31T13:04:12.461938+00:00,15071.995466236,17.570360,1658137036.2248769,,1658137036.9420578,,,0,62
2026-07-31T13:04:12.924620+00:00,15072.458148491,18.033042,1658137036.7247603,,1658137037.4170833,,,0,65
2026-07-31T13:04:13.532687+00:00,15073.066215136,18.641109,1658137037.2248166,,1658137038.0171103,,,0,69
2026-07-31T13:04:13.984538+00:00,15073.518066515,19.092960,1658137037.6248448,,1658137038.4671257,,,0,72
2026-07-31T13:04:14.441375+00:00,15073.974903513,19.549797,1658137038.0248406,1658137038.924757,1658137038.942174,-0.899916410446167,0.017416954040527344,3,75
2026-07-31T13:04:15.048424+00:00,15074.581952421,20.156846,1658137038.5248973,1658137039.3248525,1658137039.542171,-0.7999551296234131,0.21731853485107422,7,79
2026-07-31T13:04:15.508524+00:00,15075.042052387,20.616946,1658137039.124808,1658137039.623708,1658137039.9922035,-0.4988999366760254,0.36849546432495117,10,82
2026-07-31T13:04:15.968913+00:00,15075.502441224,21.077335,1658137039.4248247,1658137039.9247477,1658137040.4672124,-0.4999229907989502,0.5424647331237793,13,85
2026-07-31T13:04:16.426066+00:00,15075.959593397,21.534487,1658137039.7248366,1658137040.2089803,1658137040.917231,-0.4841437339782715,0.7082507610321045,16,88
2026-07-31T13:04:17.023957+00:00,15076.557484208,22.132378,1658137040.2248855,1658137040.6048565,1658137041.5172477,-0.3799710273742676,0.912391185760498,20,92
