timestamp,x,y,z,qx,qy,qz,qw
1658137038.7248368,-4.2010514260147005,0.5650399919698892,-6.042111129034033,-0.0774220408074338,-0.028354736947186644,0.00024849490617275807,0.9965950906662847
1658137038.824925,-4.53059418707316,0.49875821450441415,-6.424502036904143,-0.07544275903450656,-0.02437188574424107,-0.002068627240446863,0.996850100103251
1658137038.924757,-4.84789867255989,0.28585229345625124,-6.743338903007099,-0.07825533257727514,-0.01859008064732086,-0.0043423239844109516,0.9967505485562335
1658137039.0248413,-5.182537725269733,0.20779685354063732,-6.980535369821162,-0.08507235329003758,-0.015803214398950802,-0.0034017561756775586,0.9962436354503189
1658137039.1232352,-5.521307421697308,-0.061350000249439304,-7.082688253852982,-0.09169960752313264,-0.018689501375521028,-0.005465537997604241,0.9955963099634437
1658137039.2248914,-5.8577710298062815,-0.1209702311330452,-7.254643448673691,-0.09433341748923127,-0.023579980573035973,-0.009429612855930606,0.9952166966356403
1658137039.3248525,-6.196842040086008,-0.37484886357722785,-7.4345835807835146,-0.08908264583959787,-0.028483265051603406,-0.007750810378713288,0.995586716846243
1658137039.423654,-6.52279285969526,-0.5391089088349721,-7.650675178982945,-0.08693888470721527,-0.029355600336149947,-0.009639751457432514,0.9957343793635927
1658137039.523622,-6.858773124223061,-0.7103301520602958,-7.744473977593057,-0.06410624592363623,-0.030133258599819242,-0.011280739295007437,0.9974242431787396
1658137039.623708,-7.198649499084476,-0.739228369694065,-7.882199082680425,-0.026534706429987672,-0.03189964504336744,-0.005150053445190184,0.9991255171149828
1658137039.7217548,-7.519623095431713,-0.7363781053420171,-7.978128055782705,-0.03348751893004643,-0.030679868550805726,-0.007462047972692828,0.9989402632698599
1658137039.824906,-7.867969211784552,-0.7653753929717844,-7.9996030249359595,-0.05219330281264878,-0.028910920791662034,-0.009018609608919339,0.9981776808169956
1658137039.9247477,-8.200961425250917,-0.8124371878277048,-8.109837102663626,-0.04524681923527476,-0.026038148018029485,-0.009533827735799394,0.9985909304242527
1658137040.023597,-8.53316061142763,-0.8670303883918522,-8.167362728685267,-0.05443839299182482,-0.023419388789015276,-0.012623264581811525,0.9981626354399888
1658137040.087602,-8.750844688333824,-0.8430538358951083,-8.162494070936056,-0.05281207167547149,-0.02289975686980107,-0.013734051559384028,0.9982473952124308
1658137040.2089803,-9.16735778650893,-0.8825585967284485,-8.221798255604082,-0.0525841438699184,-0.02155347825593363,-0.015107805782131431,0.9982695575810064
1658137040.3082232,-9.507178364260046,-0.8539544578053285,-8.290360843830253,-0.06248550083752692,-0.02582957134332276,-0.013968518812809467,0.9976137909589413
1658137040.4073136,-9.854866514954212,-0.8116002146145749,-8.343638181597797,-0.06019010193022493,-0.029675704135904316,-0.011617541223634089,0.9976780728018304
1658137040.5248477,-10.272331177815795,-0.7803030594197267,-8.408155117892841,-0.04238994913056677,-0.031150879752501085,-0.009093458915772182,0.9985739952093139
1658137040.6048565,-10.568487261719179,-0.7840780558074372,-8.370965755364892,-0.05247274630836191,-0.032282799613840056,-0.009686851199643907,0.9980534037103312
1658137040.7249258,-11.005315381181028,-0.7540697364589638,-8.38242985789636,-0.04974149905376675,-0.031314648582539385,-0.011387950459187234,0.9982061363467789
1658137040.8245203,-11.365667951170563,-0.7263139544121756,-8.429054296878562,-0.04734437930812173,-0.027734677275933053,-0.013742272248409357,0.9983989419955175
1658137040.924237,-11.726962942635552,-0.6926127456021366,-8.411159880591553,-0.04709369006788959,-0.025270554523791677,-0.014387956069284984,0.9984671101994231
1658137041.0247107,-12.076094660018303,-0.6101829316462618,-8.456585264104222,-0.05110558465613446,-0.023893299761508176,-0.011917620878226176,0.9983362658724027
1658137041.1218913,-12.426338959378617,-0.6120931216228982,-8.426174011054275,-0.045759823758788336,-0.02575508979984206,-0.010624439385839414,0.99856388637217
1658137041.2206078,-12.77675239323565,-0.5863560280918306,-8.461255034199892,-0.050920756014323824,-0.027534587093735654,-0.011840638419222593,0.9982528349082314
1658137041.319081,-13.140239810589637,-0.548527710391105,-8.453323096216062,-0.04651906833353885,-0.028996534996623812,-0.010133803095278926,0.9984450326755013
1658137041.4247549,-13.538264915277257,-0.49572439781975386,-8.453563763608976,-0.0432724916151489,-0.027028497728093254,-0.010253613112171805,0.9986449895724269
1658137041.5248368,-13.91493290481406,-0.4924579778427518,-8.461165945872908,-0.050986210725214656,-0.02460225462898159,-0.012618249700758893,0.9983165405609246
1658137041.6241436,-14.292726911103667,-0.4585074080965548,-8.441790531712977,-0.04652089366234399,-0.025189150697534534,-0.01409140589953726,0.9985002480819701
1658137041.7075574,-14.603269212546255,-0.45943407534545033,-8.443591202966978,-0.04960710690662453,-0.026635231386422292,-0.014306096014900651,0.998311091298773
1658137041.8064241,-14.969744025655906,-0.4422586526509727,-8.453110798869863,-0.056807199183223016,-0.025249633213331728,-0.011126705213926216,0.9980038048898517
1658137041.905148,-15.34289808821952,-0.46083023424181185,-8.472183654610268,-0.053631073186448844,-0.028590199562651797,-0.011020775165480733,0.998090602597068
1658137042.024931,-15.77771090877681,-0.48884595550839,-8.474256688260956,-0.05008123033037912,-0.02802977455232504,-0.010895612858493416,0.9982922857197524
1658137042.1247559,-16.1440882632258,-0.5433137409991182,-8.474198746911803,-0.04328653695972471,-0.027377432958761768,-0.009576478015277026,0.9986415988488733
1658137042.2243335,-16.50161387071616,-0.5308914912177963,-8.495579176258808,-0.04965051148878403,-0.02514879396756617,-0.010357728546506946,0.9983962551663658
1658137042.3248987,-16.86097355380946,-0.5541796477285906,-8.524671542304628,-0.046134927235646765,-0.026144735022266743,-0.00988349517220818,0.9985441091122341
1658137042.4218223,-17.19843655406607,-0.5641686310681611,-8.549970490256024,-0.05065040489914236,-0.026100161556193872,-0.011068626330809529,0.9983139804497528
1658137042.5204744,-17.544667394329355,-0.5605497487049258,-8.557317755566695,-0.050548635909985706,-0.02710893701774302,-0.011190433110391142,0.9982908970576645
1658137042.6191485,-17.88454856829722,-0.5575710474837213,-8.581316196493999,-0.05031557040211502,-0.027145413672619776,-0.008914223763755733,0.9983245997701992
1658137042.71764,-18.224152954239425,-0.5521191872560002,-8.622258239890872,-0.05059090062709403,-0.028359864149964133,-0.00928489925687709,0.9982735444380519
1658137042.8196056,-18.58001300665451,-0.5924286618877989,-8.631984271501556,-0.04857334136129992,-0.025900352425316363,-0.010687985448408637,0.9984265467325495
1658137042.9186544,-18.91469197219175,-0.5794238533066812,-8.644147834835989,-0.05048178282721933,-0.024965693550666877,-0.010049159555250434,0.9983623180691159
1658137043.0248988,-19.269539313673352,-0.5858849177998307,-8.681904351932156,-0.05254025889708899,-0.025846628123109158,-0.010121204805239275,0.9982329558890394
1658137043.1063707,-19.531169053984716,-0.6277945686325879,-8.673718560935493,-0.04932963528340234,-0.026993832742091755,-0.010727280911382068,0.9983600780885286
1658137043.2218876,-19.89210524411104,-0.6112025518070598,-8.679839302417388,-0.047931263111745934,-0.02915037515840854,-0.01161917950053679,0.9983575733735672
1658137043.3203719,-20.1832938473212,-0.6524562136938072,-8.713197855653783,-0.04839291992604708,-0.029915456535872367,-0.012965678429788038,0.9982960893162526
1658137043.4247346,-20.475672368283938,-0.6600032140547515,-8.773532966028036,-0.05035269856878089,-0.029480438558386744,-0.012609440757530312,0.9982166656057272
1658137043.5243373,-20.73717665200122,-0.6638682646449328,-8.81233405091286,-0.04546266600273893,-0.02939090316311276,-0.011787817519329315,0.998464004443473
1658137043.6229703,-20.990722399859973,-0.67335586432297,-8.831961120839862,-0.048282579582794735,-0.028990586437304205,-0.010727369748109563,0.9983552784180216
1658137043.7216175,-21.227247200995958,-0.6770352067455232,-8.848229941301318,-0.048000513595424614,-0.029427772685195287,-0.009242192349470345,0.9983709424707454
1658137043.82475,-21.470388621731185,-0.6710860240003116,-8.869375822717519,-0.04566887208593868,-0.029664409971312058,-0.008618265276279494,0.9984788943222908
1658137043.9223895,-21.68960463195808,-0.6688718627788873,-8.874633004365107,-0.04527612844070707,-0.031212302581275175,-0.010286105270694222,0.998433803714267
1658137044.0214205,-21.88312350322214,-0.6397477216102635,-8.883646997722304,-0.04431584719484618,-0.03332716754944389,-0.011845657126286095,0.9983912489589265
1658137044.1099017,-22.03206592449417,-0.6327286138129756,-8.8611010020753,-0.04576244116261023,-0.03402409102581325,-0.013403210247873778,0.9982827826641812
1658137044.2248516,-22.18838885235651,-0.631867002361156,-8.859567199411435,-0.046218753133664206,-0.0339804074067822,-0.014661745744063854,0.9982455569562821
1658137044.3247185,-22.281679387557464,-0.6264529473364521,-8.84777327310764,-0.04670897598720951,-0.03294748919458384,-0.013627163957670585,0.9982720245105803
1658137044.4230914,-22.34508255574335,-0.6275866754117942,-8.846753496335658,-0.04572120838954909,-0.03188154627089846,-0.012514285724210584,0.9983669319261188
1658137044.524904,-22.384864143644286,-0.6257924517766497,-8.849668105237809,-0.04329918994360007,-0.03184247473631246,-0.011790965171392076,0.9984849573695158
1658137044.624575,-22.407417986289456,-0.6158104847090371,-8.835190521387851,-0.04531631330622844,-0.03178606360175567,-0.01150726915304947,0.9984005512146205
1658137044.7248235,-22.419594092185026,-0.6420631117391673,-8.836797105876222,-0.045556598814021756,-0.031040563283299478,-0.012358653397113313,0.9984028963408239
1658137044.8240688,-22.420028153177842,-0.6389140148430008,-8.833591782593771,-0.04554199286368762,-0.031130678294778447,-0.012293627171507185,0.9984015597372938
1658137044.922734,-22.415846152553733,-0.632220760205812,-8.841265554204261,-0.047549765604129,-0.030562631289826392,-0.01227831945567023,0.9983256924626158
1658137045.0244179,-22.40755872679696,-0.6353692991936171,-8.834508886200842,-0.04891609482355126,-0.03035549163307839,-0.012545116686987734,0.9982626807820774
1658137045.1235335,-22.398416836571965,-0.6357431838364481,-8.838101749225142,-0.05003599590938803,-0.029805244427240724,-0.012715859286447402,0.9982215953587549
1658137045.222629,-22.38882563601251,-0.6401317855019266,-8.84234236332204,-0.049900078904162176,-0.02951521952881585,-0.013984686614955008,0.9982200471247756
1658137045.3110292,-22.38116165999186,-0.6387680447712013,-8.835766812623554,-0.04919617173025243,-0.029381479496853023,-0.015741714860709584,0.998232770331094
1658137045.4098122,-22.37502307285278,-0.6339016432169483,-8.82474356875639,-0.04943799189049439,-0.029053663894504388,-0.01797994707371989,0.9981926122123672
1658137045.5247407,-22.366651331544833,-0.6246858981570567,-8.832521128227125,-0.05021537827621243,-0.02991919794436074,-0.019250742070118083,0.9981045367638973
1658137045.6239812,-22.36120992519718,-0.6226664798123928,-8.833968512178139,-0.04901813193332968,-0.030988371138026084,-0.019592217650951066,0.9981247860881314
1658137045.7225447,-22.3586749299853,-0.6197523609215891,-8.827039837986778,-0.04868654013449345,-0.03172756753835092,-0.019246474374976376,0.9981245190315419
1658137045.824763,-22.356614248247677,-0.6189770584234404,-8.826744691683833,-0.04929053586281551,-0.03119654676322798,-0.01823108120931799,0.9981306759249141
1658137045.9244628,-22.357446359782486,-0.6068607170562846,-8.823211200455345,-0.04900245637634245,-0.03123896820653048,-0.016166820214852887,0.9981791021948898
1658137046.024792,-22.35962539948964,-0.593769770467197,-8.814488463945409,-0.04849745319096654,-0.031702801374862116,-0.014953246958385806,0.9982080593865984
1658137046.1237202,-22.35869128407652,-0.5844694510748618,-8.813557224714522,-0.048976820188911835,-0.03239869570725686,-0.015146222228586439,0.9981593998720015
1658137046.222251,-22.361426841686086,-0.5794373888420711,-8.826119781554583,-0.04868440515624061,-0.03368018161590898,-0.014837732575476603,0.9981359204802225
1658137046.3248975,-22.363578450123622,-0.5618017542047496,-8.81953534293369,-0.04841427138255649,-0.033475725491868696,-0.014476990666736406,0.9981612349067182
1658137046.424736,-22.364301253972233,-0.5560972634554001,-8.813822625716037,-0.04778771539084126,-0.03302571293243658,-0.013582168195856777,0.998218994634999
1658137046.524822,-22.367181738529183,-0.5508508487737723,-8.809202538570778,-0.04833186631856946,-0.03328249918069601,-0.012801280110157782,0.9981945868286264
1658137046.6108406,-22.369128725113537,-0.5418754773856717,-8.80787922460421,-0.04791412115976747,-0.03394525060567634,-0.012897205486103444,0.9981911735962378
1658137046.7200313,-22.369331937153728,-0.5386403325804119,-8.830261895520607,-0.04930589035587763,-0.03443947111873299,-0.01289363562124113,0.9981065104314882
1658137046.8233771,-22.370307136179644,-0.5323798124544223,-8.831957359473094,-0.050758302459630374,-0.03526838153939001,-0.012453337404981566,0.9980103458293736
1658137046.9248018,-22.371635701839477,-0.5240034637010952,-8.831014866388799,-0.049362520522448515,-0.03589708985341991,-0.011827161137269481,0.9980655583513234
1658137047.0206544,-22.37400479130193,-0.5083073365040472,-8.827789152508188,-0.04980693941002263,-0.03578520452736921,-0.012373318238612601,0.998040875374995
1658137047.1247168,-22.377243678557626,-0.5054833910825143,-8.831184423641451,-0.04977281555991471,-0.03456249212445081,-0.012727401258355732,0.9980812162477434
1658137047.224819,-22.381136532719594,-0.49740537679445734,-8.83902674653274,-0.05044049671769862,-0.033585994047044,-0.012826655083470374,0.9980797634528479
1658137047.3248487,-22.382850884629942,-0.49139838171771805,-8.844185636121813,-0.049853446415865636,-0.033084452781891434,-0.012815351711187901,0.9981261541634309
1658137047.4231832,-22.384172334845115,-0.4918515500522702,-8.846162113029726,-0.05068768707505828,-0.032684197699591154,-0.012541645834715162,0.9981008008810788
1658137047.5194976,-22.385902158473446,-0.49241551942996276,-8.856041166318109,-0.05054826992881562,-0.03347913285581521,-0.011997039507166416,0.9980882181017215
1658137047.6110926,-22.385471322788646,-0.4872004602942272,-8.862274560651949,-0.05105624041233972,-0.03435175013874343,-0.011456692070944366,0.9980390582457855
1658137047.7129803,-22.382627757559696,-0.47873600229886043,-8.871413201342559,-0.04944484646291241,-0.03391032905371887,-0.010655662599231692,0.9981441547172825
1658137047.8222144,-22.38295008718227,-0.4631985768949947,-8.871927697577007,-0.050178189608141216,-0.032535041699059714,-0.011038218088638871,0.9981491762711105
1658137047.9249046,-22.388748443690382,-0.4604940404520914,-8.872448019453389,-0.050046060854533315,-0.0308643624451521,-0.011027578197072355,0.9982089838520211
1658137048.0247707,-22.39184952664988,-0.47217523621746194,-8.882797911921642,-0.049412244117081984,-0.029730974614341932,-0.011057299285074564,0.9982746292540413
1658137048.1248584,-22.39369698140705,-0.4816372469518904,-8.898964120641038,-0.04817639775947235,-0.02942548752986186,-0.010330719878095173,0.9983518676345178
1658137048.2248259,-22.395536754140416,-0.47654332757038437,-8.90937886172095,-0.04943892318209478,-0.029160500809338154,-0.010043634676545876,0.9983008481763435
