timestamp,x,y,z,qx,qy,qz,qw
1658137038.7248368,-4.249446421625826,3.036953502866424,-3.693881423751547,-0.026079471392593322,-0.022794228384341912,-0.012620327366649812,0.9993202748175374
1658137038.824925,-4.586693216845366,3.077338862323738,-3.944091307879535,-0.016551789049647173,-0.018815028921567747,-0.015399324754513078,0.9995673532899298
1658137038.924757,-4.902247259469637,3.067595267303408,-4.249963480034467,-0.020491617372412604,-0.012038292499820512,-0.018447381473919035,0.9995473311694151
1658137039.0248413,-5.23678145916254,2.9833770244067943,-4.573670937217284,-0.029844937785461004,-0.008378567798799119,-0.01876348619560754,0.9993432898038609
1658137039.1232352,-5.586415306604882,2.7566364464201016,-4.680756115951007,-0.02669419528675212,-0.011140361501531462,-0.01862528727812508,0.9994080302646201
1658137039.2248914,-5.9389980692102835,2.563445838621396,-4.788440916627192,-0.03487078595074025,-0.015194428206256723,-0.022488229278381684,0.9990232415627668
1658137039.3248525,-6.287362943254928,2.3704258751461516,-4.98319545745439,-0.027457880734264015,-0.019325643248067036,-0.02122952475883586,0.9992106342394164
1658137039.423654,-6.62247096569434,2.241921501460487,-5.17547094045221,-0.025407913991194075,-0.021244620447700265,-0.02363117340447284,0.9991719930283112
1658137039.523622,-6.954530506278604,2.1142611888908815,-5.393490196761886,-0.013085886868083263,-0.02088617234177652,-0.026100961946673374,0.9993554258396926
1658137039.623708,-7.302608082103869,1.9971266237661764,-5.576758043662469,-0.003342182542245822,-0.022843919986753825,-0.02112946781107182,0.9995101453839789
1658137039.7217548,-7.649061373700255,1.8643348360623848,-5.406504070331536,-0.05373924029483455,-0.02036818284220035,-0.023338274953090443,0.9980744241300057
1658137039.824906,-7.995197880386971,1.7866969173954401,-5.504199483094799,-0.054572719015356805,-0.018104634012962507,-0.025052815265049152,0.9980312605393727
1658137039.9247477,-8.33653679121946,1.7132551625616883,-5.571931529186687,-0.05793044154722514,-0.015413607563010415,-0.025564428154218857,0.997874212843067
1658137040.023597,-8.670765512807565,1.6760791226119383,-5.603320153252835,-0.05430910591636867,-0.013789175721035739,-0.027103513963296313,0.9980610097475632
1658137040.087602,-8.889185742517228,1.6844362096110383,-5.620591622770381,-0.05065624107717876,-0.011166831199990188,-0.02961823059692486,0.9982144096020527
1658137040.2089803,-9.309292082568174,1.679138982796931,-5.651416392805122,-0.05388784137295286,-0.012034653004082407,-0.03095439049860864,0.997994535750612
1658137040.3082232,-9.653643426029248,1.696113888824422,-5.704698594912118,-0.06374597138469482,-0.01608781093902671,-0.02829902308544607,0.9974351100516794
1658137040.4073136,-9.998323589098325,1.7486280915307804,-5.719908322008868,-0.055930909501264274,-0.01919334097058434,-0.026779998027709015,0.9978908661423693
1658137040.5248477,-10.415029383392648,1.7775531154478754,-5.751381384784736,-0.059916463394404394,-0.02052869918141609,-0.025118921977338445,0.997676114619823
1658137040.6048565,-10.70794074763417,1.7720533387928852,-5.696719427214226,-0.06636044546403964,-0.021846031669616354,-0.025726760969832414,0.9972247369314948
1658137040.7249258,-11.144629860355913,1.7881061407283154,-5.690804920049183,-0.06256915274298852,-0.020907674755641578,-0.027356507146076868,0.9974465357993314
1658137040.8245203,-11.507887930587165,1.8516647962621315,-5.686129806675595,-0.06651803322552613,-0.01815138668419641,-0.02843611314341573,0.99721475414603
