timestamp_utc,timestamp_monotonic,elapsed_sec,latest_lidar_stamp,latest_odom_stamp,latest_clock_stamp,sensor_backlog_sec,clock_lag_sec,odom_message_count,lidar_message_count
2026-07-31T13:27:59.872139+00:00,16499.463776607,0.513589,,,,,,0,0
2026-07-31T13:28:00.372096+00:00,16499.963734854,1.013547,,,,,,0,0
2026-07-31T13:28:00.872156+00:00,16500.463794051,1.513607,,,,,,0,0
2026-07-31T13:28:01.372166+00:00,16500.963804072,2.013617,,,,,,0,0
2026-07-31T13:28:01.872160+00:00,16501.463797025,2.513610,,,,,,0,0
2026-07-31T13:28:02.372170+00:00,16501.963807403,3.013620,,,,,,0,0
2026-07-31T13:28:02.872147+00:00,16502.463785701,3.513598,,,,,,0,0
2026-07-31T13:28:03.372106+00:00,16502.964676347,4.014489,,,1658137028.9200823,,,0,0
2026-07-31T13:28:03.872086+00:00,16503.464657423,4.514470,,,1658137029.4201162,,,0,0
2026-07-31T13:28:04.372086+00:00,16503.964656888,5.014469,,,1658137029.9201696,,,0,0
2026-07-31T13:28:04.872078+00:00,16504.464649990,5.514463,,,1658137030.4201422,,,0,0
2026-07-31T13:28:05.372130+00:00,16504.964701589,6.014514,,,1658137030.9201677,,,0,0
2026-07-31T13:28:05.872125+00:00,16505.464696725,6.514509,,,1658137031.4202468,,,0,0
2026-07-31T13:28:06.372085+00:00,16505.964655702,7.014468,,,1658137031.920205,,,0,0
2026-07-31T13:28:06.872083+00:00,16506.464655155,7.514468,,,1658137032.4202173,,,0,0
2026-07-31T13:28:07.506931+00:00,16507.099503887,8.149316,1658137027.6249104,,1658137027.8132894,,,0,1
2026-07-31T13:28:07.906742+00:00,16507.499314139,8.549127,1658137028.02475,,1658137028.2383347,,,0,3
2026-07-31T13:28:08.496517+00:00,16508.089084320,9.138897,1658137028.6248615,,1658137028.8133104,,,0,6
2026-07-31T13:28:08.980031+00:00,16508.572603820,9.622416,1658137028.9247518,,1658137028.9883764,,,0,9
2026-07-31T13:28:09.469305+00:00,16509.061877874,10.111690,1658137029.324883,,1658137029.4883249,,,0,12
2026-07-31T13:28:09.950546+00:00,16509.543118660,10.592931,1658137029.62491,,1658137029.9633908,,,0,15
2026-07-31T13:28:10.430883+00:00,16510.023455974,11.073269,1658137030.1248667,,1658137030.4383914,,,0,18
2026-07-31T13:28:10.920877+00:00,16510.513449845,11.563262,1658137030.4249237,,1658137030.9384084,,,0,21
2026-07-31T13:28:11.402883+00:00,16510.995456077,12.045269,1658137030.824921,,1658137031.4134126,,,0,24
2026-07-31T13:28:11.888626+00:00,16511.481198740,12.531011,1658137031.2247653,,1658137031.9134355,,,0,27
2026-07-31T13:28:12.529466+00:00,16512.122038025,13.171851,1658137031.824723,,1658137032.538458,,,0,31
2026-07-31T13:28:13.014320+00:00,16512.606892692,13.656705,1658137032.1248643,,1658137033.0384836,,,0,34
2026-07-31T13:28:13.512074+00:00,16513.104646681,14.154459,1658137032.5247438,,1658137033.5135067,,,0,37
2026-07-31T13:28:13.875765+00:00,16513.468337574,14.518150,1658137032.7249086,,1658137033.8885186,,,0,39
2026-07-31T13:28:14.532277+00:00,16514.124849700,15.174662,1658137033.2248354,,1658137034.538546,,,0,43
2026-07-31T13:28:15.014296+00:00,16514.606868325,15.656681,1658137033.6248517,,1658137035.0385747,,,0,46
2026-07-31T13:28:15.495363+00:00,16515.087935803,16.137748,1658137034.0248604,,1658137035.513643,,,0,49
2026-07-31T13:28:15.976661+00:00,16515.569233809,16.619046,1658137034.4247053,,1658137035.9886043,,,0,52
2026-07-31T13:28:16.457733+00:00,16516.050303679,17.100116,1658137034.8248394,,1658137036.4636219,,,0,55
2026-07-31T13:28:16.940824+00:00,16516.533396217,17.583209,1658137035.2248266,,1658137036.9636436,,,0,58
2026-07-31T13:28:17.424481+00:00,16517.017053864,18.066866,1658137035.7249067,,1658137037.438669,,,0,61
2026-07-31T13:28:17.913431+00:00,16517.506002801,18.555815,1658137036.024936,,1658137037.9137614,,,0,64
2026-07-31T13:28:18.396180+00:00,16517.988752772,19.038565,1658137036.424735,,1658137038.413753,,,0,67
2026-07-31T13:28:18.878780+00:00,16518.471350611,19.521163,1658137036.8248398,1658137038.924757,1658137038.8887157,-2.09991717338562,-0.036041259765625,3,70
2026-07-31T13:28:19.377055+00:00,16518.969627137,20.019440,1658137037.2248166,1658137039.2248914,1658137039.3887575,-2.000074863433838,0.1638660430908203,6,73
2026-07-31T13:28:20.023845+00:00,16519.616417483,20.666230,1658137037.924741,1658137039.623708,1658137040.0388265,-1.6989669799804688,0.4151184558868408,10,77
2026-07-31T13:28:20.508749+00:00,16520.101321031,21.151134,1658137038.2247696,1658137039.9247477,1658137040.5137744,-1.6999781131744385,0.589026689529419,13,80
2026-07-31T13:28:20.995485+00:00,16520.588057572,21.637870,1658137038.6247509,1658137040.2089803,1658137041.0138583,-1.5842294692993164,0.8048779964447021,16,83
2026-07-31T13:28:21.479816+00:00,16521.072388984,22.122202,1658137039.2248952,1658137040.5248477,1658137041.4888487,-1.299952507019043,0.964000940322876,19,86
2026-07-31T13:28:21.961346+00:00,16521.553919077,22.603732,1658137039.7248366,1658137040.8245203,1658137041.9638429,-1.0996837615966797,1.1393225193023682,22,89
2026-07-31T13:28:22.438136+00:00,16522.030708331,23.080521,1658137040.2248855,1658137041.1218913,1658137042.438877,-0.8970057964324951,1.316985845565796,25,92
2026-07-31T13:28:22.919407+00:00,16522.511979987,23.561793,1658137040.8247697,1658137041.4247549,1658137042.9388936,-0.5999851226806641,1.5141386985778809,28,95
2026-07-31T13:28:23.395721+00:00,16522.988293325,24.038106,1658137041.2247727,1658137041.8064241,1658137043.4139063,-0.5816514492034912,1.6074821949005127,31,98
2026-07-31T13:28:23.879816+00:00,16523.472388657,24.522201,1658137041.6249294,1658137042.3248987,1658137043.888926,-0.6999692916870117,1.5640273094177246,34,101
2026-07-31T13:28:24.524236+00:00,16524.116809006,25.166622,1658137042.324903,1658137042.9186544,1658137044.5389829,-0.5937514305114746,1.620328426361084,38,105
2026-07-31T13:28:25.007515+00:00,16524.600087210,25.649900,1658137042.8248549,1658137043.4247346,1658137045.013984,-0.5998797416687012,1.5892493724822998,41,108
2026-07-31T13:28:25.489043+00:00,16525.081614902,26.131427,1658137043.2248344,1658137043.9223895,1658137045.5139918,-0.6975550651550293,1.5916023254394531,44,111
2026-07-31T13:28:25.980747+00:00,16525.573319828,26.623132,1658137043.9248347,1658137044.4230914,1658137045.9890537,-0.4982566833496094,1.565962314605713,47,114
2026-07-31T13:28:26.461760+00:00,16526.054332206,27.104145,1658137044.524908,1658137044.922734,1658137046.4640706,-0.3978259563446045,1.5413365364074707,50,117
2026-07-31T13:28:26.941177+00:00,16526.533749548,27.583562,1658137045.0248423,1658137045.3110292,1658137046.9640558,-0.28618693351745605,1.6530265808105469,53,120
2026-07-31T13:28:27.442587+00:00,16527.035158925,28.084971,1658137045.5247445,1658137045.824763,1658137047.4640772,-0.3000185489654541,1.6393141746520996,56,123
2026-07-31T13:28:27.929341+00:00,16527.521913270,28.571726,1658137045.9248543,1658137046.3248975,1658137047.9391303,-0.400043249130249,1.6142327785491943,59,126
2026-07-31T13:28:28.413131+00:00,16528.005701978,29.055515,1658137046.5248263,1658137046.8233771,1658137048.4141126,-0.2985508441925049,1.5907354354858398,62,129
2026-07-31T13:28:28.893089+00:00,16528.485660951,29.535474,1658137046.9248059,1658137047.3248487,1658137048.9141536,-0.4000427722930908,1.5893049240112305,65,132
2026-07-31T13:28:29.378440+00:00,16528.971012951,30.020826,1658137047.4248264,1658137047.8222144,1658137049.389154,-0.3973879814147949,1.5669395923614502,68,135
2026-07-31T13:28:30.026721+00:00,16529.619294187,30.669107,1658137048.0247748,1658137048.4248168,1658137050.0391984,-0.4000420570373535,1.6143815517425537,72,139
2026-07-31T13:28:30.522212+00:00,16530.114783502,31.164596,1658137048.3247297,1658137048.9248986,1658137050.5391982,-0.6001689434051514,1.6142995357513428,75,142
2026-07-31T13:28:31.019244+00:00,16530.611816371,31.661629,1658137048.624762,1658137049.4224992,1658137051.0392506,-0.7977371215820312,1.6167514324188232,78,145
2026-07-31T13:28:31.511312+00:00,16531.103883583,32.153696,1658137049.024749,1658137049.9235036,1658137051.5142937,-0.8987545967102051,1.590790033340454,81,148
