timestamp,x,y,z,qx,qy,qz,qw
1658137038.7248368,-4.371823327031029,1.235461585965114,-2.774034813916767,-0.11751001852099871,-0.02091823601481311,0.0005695420253355268,0.9928511965904534
1658137038.824925,-4.715904762063558,1.2647741997888857,-2.981547282755111,-0.10846805871763612,-0.017159731885038186,-0.0005259945584185728,0.9939516825124729
1658137038.924757,-5.044884408618484,1.1954051198028315,-3.06611971798574,-0.12105863913887022,-0.010775958839166792,-0.004257735801212257,0.992577733120575
1658137039.0248413,-5.3784126671397425,1.1790980543731289,-3.2994465728265348,-0.1151780226683454,-0.007966306420294498,-0.005757986988699156,0.9932962330755395
1658137039.1232352,-5.720438970052381,0.9701986291067363,-3.307866224411294,-0.13424941879798605,-0.01029028817763471,-0.008432938009093704,0.9908582588232029
1658137039.2248914,-6.0590331397100075,0.8586129350758837,-3.444046392377215,-0.15366999293267103,-0.015455789672211895,-0.013067547469176223,0.9879149209526152
1658137039.3248525,-6.398309086036829,0.7472545162422519,-3.563858396152509,-0.16097034827134377,-0.020980169700886425,-0.01360900852477955,0.986642374086825
1658137039.423654,-6.727980204518492,0.6572160175124024,-3.694748572167047,-0.15868754997918502,-0.021386639479713344,-0.015741545001859224,0.9869716697526393
1658137039.523622,-7.062447734971081,0.5445012245639009,-3.790374654600505,-0.1652006251494213,-0.023613471810383046,-0.01890567998911152,0.9857959893727702
1658137039.623708,-7.405733801643377,0.38078379622914194,-3.8985973507147955,-0.16066296449248224,-0.02573367941119203,-0.016852003219277704,0.9865298776884235
1658137039.7217548,-7.731934494270848,0.3480977468679298,-4.000447062373586,-0.18051551750146055,-0.023299340001278156,-0.017211476957409353,0.9831454896187124
1658137039.824906,-8.072686626113375,0.3421055902127615,-4.139172702901282,-0.17489276736837336,-0.02167197904141722,-0.01821374957737271,0.984180422774697
1658137039.9247477,-8.40715949503907,0.2769108010776209,-4.266670630683988,-0.18156370475577524,-0.018734570740311804,-0.02111666681373619,0.9829739179435019
1658137040.023597,-8.74521608577597,0.24434995614449959,-4.271721183058595,-0.1782173798406337,-0.01650261801204873,-0.023200415815258387,0.9835791629693432
1658137040.087602,-8.96036551207737,0.2736425017085451,-4.308346555954972,-0.17879216994480726,-0.015779029113626514,-0.0248622759371099,0.9834461090684502
1658137040.2089803,-9.375819330596629,0.2961383897098776,-4.3616951889145215,-0.1907926964150343,-0.015703016129702284,-0.027269876011172204,0.9811258411342728
1658137040.3082232,-9.7175470769771,0.3217185975397587,-4.422852629241242,-0.18468922416404265,-0.019655532294419832,-0.02444860036830805,0.9822961958940516
1658137040.4073136,-10.067390641916424,0.32815928361457863,-4.432545603499094,-0.1781413930868424,-0.0230244987357533,-0.022463694314592737,0.9834789773883188
1658137040.5248477,-10.482319482270752,0.4114062638837835,-4.496765452449063,-0.18061291825584935,-0.024048858417762678,-0.019736048893277555,0.9830621112330479
1658137040.6048565,-10.778144619836727,0.42153894163288735,-4.424056453373327,-0.1830797182318245,-0.025394187874967267,-0.021443590526854128,0.9825360677449101
1658137040.7249258,-11.21535561275644,0.44838639844180406,-4.451009964687769,-0.1805108949871313,-0.024408143660768423,-0.021711127294493496,0.9830303587710649
1658137040.8245203,-11.5782334442452,0.4964437420281104,-4.477401532483142,-0.17664881106396058,-0.02167932089833276,-0.023932420602437058,0.9837440946908755
1658137040.924237,-11.93655542011563,0.5246758593528459,-4.476597584695648,-0.17835663244374536,-0.018989538504184073,-0.02586132306734744,0.9834426780752994
1658137041.0247107,-12.29032294969018,0.5848424991839313,-4.495456448429992,-0.18311809280363017,-0.017177229745168512,-0.023676541929661756,0.9826556508912364
1658137041.1218913,-12.640005158888354,0.6177027655002656,-4.438803519103069,-0.18201861925327692,-0.018852666240331235,-0.022954436894371315,0.9828463221926445
1658137041.2206078,-12.992852197985298,0.6822224830631619,-4.448405634325754,-0.17818613262709393,-0.020882567679773544,-0.02269970478903893,0.9835132657513949
1658137041.319081,-13.350673487484235,0.7107654625604913,-4.451129195186548,-0.17901147853936572,-0.02125334704126943,-0.02267707623426631,0.983355955900071
1658137041.4247549,-13.747490183392246,0.7400199331252229,-4.427885674449317,-0.16921875762068922,-0.020380454213702937,-0.02240552123697103,0.9851130096458155
1658137041.5248368,-14.117726685362507,0.7955613076302102,-4.4464651226702205,-0.1789216142344303,-0.01757755871252935,-0.024328957882548807,0.9834054032787214
1658137041.6241436,-14.492166427627714,0.8249517320730693,-4.458965382732832,-0.17398656711328592,-0.01836156425339487,-0.026504924875716696,0.9842200040537772
1658137041.7075574,-14.80402053903512,0.820874881243051,-4.492546403500626,-0.1797081944602745,-0.019995895306379224,-0.025726148120032377,0.9831801942256629
1658137041.8064241,-15.171860780928208,0.8714964461088898,-4.491200198897913,-0.18454013055144822,-0.01898941858644043,-0.02210178775622588,0.9823929219898547
1658137041.905148,-15.54581875382455,0.8184931137969885,-4.500635770126556,-0.17885908349471194,-0.021101098916310942,-0.022163955551052366,0.9833986632847682
1658137042.024931,-15.98171049586713,0.8152228954550056,-4.491237579953028,-0.1741893079853296,-0.021138248330078546,-0.02163378820991255,0.9842475494756381
1658137042.1247559,-16.345059211313817,0.8156556877127932,-4.492816511642129,-0.17055767379502149,-0.02053190183675415,-0.02061130812925094,0.9849181158318593
1658137042.2243335,-16.70208171831808,0.8202190145612998,-4.5011436869328545,-0.1796039947644763,-0.01849312915467298,-0.022521687413770638,0.9833072677625891
1658137042.3248987,-17.063535514856873,0.7845831334025014,-4.515056433921439,-0.17835959785355696,-0.018880915269266715,-0.021595978186826105,0.983547141024896
1658137042.4218223,-17.401311657500344,0.7607170227267108,-4.527506967534282,-0.17910885220954945,-0.01907797420327777,-0.0229099775343878,0.9833774366385626
1658137042.5204744,-17.747910738258874,0.7891215646102862,-4.548917661664353,-0.1763640300187893,-0.019837196338069633,-0.020813429085213556,0.9839049830784838
1658137042.6191485,-18.088163835717346,0.8041600897362559,-4.593538977433169,-0.17907347886043987,-0.01968923142628814,-0.020799459776666515,0.9834187337078956
1658137042.71764,-18.429169459369167,0.8150417529343227,-4.621927506995448,-0.17812800161384132,-0.02096879919466282,-0.020616305673575534,0.9835678382510006
1658137042.8196056,-18.778462217684705,0.7994608884222807,-4.6411166083972635,-0.17290981647190487,-0.01933265200651115,-0.021343880908882683,0.9845165730863924
1658137042.9186544,-19.113685570855075,0.8127130257732053,-4.646345683172336,-0.1756424529950632,-0.017799335234340758,-0.021666591489149768,0.9840546078263717
1658137043.0248988,-19.473627591186947,0.8111209818268843,-4.668083201393016,-0.17799886993893504,-0.019083687011375593,-0.02121059980483796,0.9836169608370996
1658137043.1063707,-19.734220315587443,0.7941689455249361,-4.653457078438251,-0.17298185820527232,-0.020312032794517,-0.021748113814027602,0.9844753514441672
1658137043.2218876,-20.09720781784652,0.8202265271390236,-4.643709957921891,-0.1725840089345074,-0.022744555018140607,-0.022624722776525632,0.984472227640975
