timestamp_sensor,timestamp_wall_utc,frame_index,kdtree_size_before,kdtree_size_after,points_added,points_deleted,scan_points_raw,scan_points_downsampled,effective_feature_points,nearest_search_ms,scan_match_ms,ekf_update_ms,map_insert_ms,map_delete_ms,map_update_ms,total_frame_ms,lidar_buffer_size,imu_buffer_size
1658137038.624750853,1785498840.487492323,1,69,120,75,0,72000,107,96,0.000000000,0.483549000,0.585008002,0.104156001,0.000411001,0.104567001,1.744841000,0,17
1658137038.724840641,1785498840.612919092,2,120,152,85,0,72000,147,134,0.000000000,0.194898001,0.296720000,0.080918999,0.000422000,0.081340999,2.115972000,0,23
1658137038.824929476,1785498840.690335751,3,152,197,85,0,72000,218,175,0.000000000,0.225488999,0.334508000,0.071782999,0.000368000,0.072150999,2.270597000,0,18
1658137038.924761057,1785498840.788418293,4,197,235,110,0,72000,213,149,0.000000000,0.222157001,0.327906000,0.110289000,0.000460001,0.110749001,2.512816000,0,10
1658137039.024845600,1785498840.887267828,5,235,262,45,0,72000,174,150,0.000000000,0.403815999,0.510431000,0.065119000,0.000348000,0.065467000,1.489689001,0,12
1658137039.124808073,1785498841.013664007,6,262,305,135,0,72000,297,223,0.000000000,0.297728002,0.424147000,0.180507001,0.000360998,0.180867999,2.842053000,0,17
1658137039.224895239,1785498841.088317871,7,305,347,141,0,72000,321,230,0.000000000,0.359975000,0.490443001,0.132521000,0.000753000,0.133273999,2.507707000,0,10
1658137039.324856758,1785498841.187870026,8,347,357,21,0,72000,83,83,0.000000000,0.126527002,0.228553001,0.019715000,0.000509001,0.020224001,0.671108000,0,18
1658137039.424824715,1785498841.312511921,9,357,390,97,0,72000,270,203,0.000000000,0.457314003,0.583441000,0.111203000,0.000367001,0.111570002,1.681866999,0,15
1658137039.524910688,1785498841.386854410,10,390,419,62,0,72000,236,177,0.000000000,0.236318998,0.347110999,0.056492001,0.000388000,0.056880001,1.072268000,0,11
1658137039.624746561,1785498841.513723135,11,419,493,197,0,72000,439,320,0.000000000,0.569795999,0.715765000,0.303246001,0.000489999,0.303736000,2.887511000,0,20
1658137039.724836588,1785498841.614206791,12,493,614,187,0,72000,521,348,0.000000000,0.497439001,0.657862000,0.207382000,0.000458000,0.207839999,3.250480000,0,27
1658137039.824910402,1785498841.687630177,13,614,653,78,0,72000,404,254,0.000000000,0.557268000,0.698082000,0.088182001,0.000504000,0.088686002,1.702132000,0,10
1658137039.924752235,1785498841.787405729,14,653,691,69,0,72000,369,232,0.000000000,0.531086000,0.657042001,0.084378000,0.000528000,0.084906000,1.556475001,0,11
1658137040.024843931,1785498841.912447691,15,691,764,161,0,72000,450,276,0.000000000,0.440420001,0.591475000,0.182281001,0.000448001,0.182729002,1.577111001,0,18
1658137040.124804497,1785498841.988046408,16,764,773,175,0,72000,489,338,0.000000000,0.487002002,0.645725000,0.463197000,0.000348000,0.463545000,2.217163001,0,11
1658137040.224885464,1785498842.087058544,17,773,844,147,0,72000,368,240,0.000000000,0.380606998,0.508598001,0.178480001,0.000636999,0.179117000,1.242741000,0,20
1658137040.324917316,1785498842.188026905,18,844,975,217,0,72000,637,419,0.000000000,0.670109001,0.869946001,0.223157000,0.000504000,0.223661000,2.203882999,0,13
1658137040.424757481,1785498842.313313961,19,975,1060,226,0,72000,727,515,0.000000000,0.746502003,0.967569002,0.271072000,0.000491000,0.271563000,2.445452999,0,17
